Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Current education level,Fluent languages,Subject,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
64a17ebf989a97b3efedba77,5f4cc4ea00dba58ecd5a98a4,APPROVED,2023-07-02T13:42:23.807000Z,2023-07-02T14:05:09.750000Z,2023-07-02T18:46:47.261000,2023-07-02T14:05:10.214451Z,1366,CACDZOAC,315,Undergraduate degree (BA/BSc/other),"Italian, English",Physics,22,Male,Mixed,Italy,Italy,Italy,Italian,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64a17f01b28536d5beb892f6,60fa1f2cf2278d3aa499500d,APPROVED,2023-07-02T13:43:29.375000Z,2023-07-02T14:05:07.436000Z,2023-07-02T18:46:47.460000,2023-07-02T14:05:07.920537Z,1299,CACDZOAC,216,Undergraduate degree (BA/BSc/other),English,Engineering,24,Male,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
64a17f0a8ccfbb1a716287b0,5daca079bf590700167f704d,APPROVED,2023-07-02T13:43:42.189000Z,2023-07-02T13:51:12.373000Z,2023-07-03T07:02:27.833000,2023-07-02T13:51:12.813674Z,451,CACDZOAC,314,Undergraduate degree (BA/BSc/other),"Polish, Spanish, Japanese, English, Russian, French",Mathematics,22,Male,White,Poland,Poland,Poland,English,Yes,Part-Time
64a17f240959b7c0a42c4fee,616a91195f915bc9200cf1e7,APPROVED,2023-07-02T13:44:10.735000Z,2023-07-02T13:58:35.745000Z,2023-07-02T18:46:47.613000,2023-07-02T13:58:36.822420Z,866,CACDZOAC,338,Undergraduate degree (BA/BSc/other),"English, Swahili, Korean","Accounting, Business, Economics, Mathematics, Management",22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
64a17f47b74ee2bdac40208a,60f9de2d1846b79ba86bf597,APPROVED,2023-07-02T13:44:39.099000Z,2023-07-02T14:13:13.458000Z,2023-07-02T18:46:47.763000,2023-07-02T14:13:13.908653Z,1715,CACDZOAC,103,Undergraduate degree (BA/BSc/other),"Afrikaans, English","Mathematics, Physics",23,Male,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
64a17f49a86dc371ce2c5032,5f52942b758cc0573b0eab12,APPROVED,2023-07-02T13:44:41.702000Z,2023-07-02T14:07:23.933000Z,2023-07-02T18:46:47.888000,2023-07-02T14:07:24.448254Z,1363,CACDZOAC,372,Undergraduate degree (BA/BSc/other),"Portuguese, English",Engineering,22,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
64a17f5ebe4625d03515c81c,616339fb9e3325c75e27ec9a,APPROVED,2023-07-02T13:45:08.885000Z,2023-07-02T13:56:23.268000Z,2023-07-02T18:46:48.052000,2023-07-02T13:56:23.695557Z,675,CACDZOAC,114,Undergraduate degree (BA/BSc/other),English,Engineering,22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
64a17f8200f254148fa68800,60feee53991033aa986fa755,APPROVED,2023-07-02T13:45:38.819000Z,2023-07-02T14:07:04.545000Z,2023-07-02T18:46:48.200000,2023-07-02T14:07:05.090203Z,1286,CACDZOAC,104,Undergraduate degree (BA/BSc/other),"English, French, Polish",Mathematics,20,Female,White,Poland,Poland,Poland,Polish,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64a17fb543de900a48b2eeb9,60c083f2d6dd92d215167345,APPROVED,2023-07-02T13:46:29.101000Z,2023-07-02T13:56:08.527000Z,2023-07-02T18:59:30.349000,2023-07-02T13:56:09.026725Z,580,CACDZOAC,399,Undergraduate degree (BA/BSc/other),"Afrikaans, English","Accounting, Computer Science, Computing (IT), Business, Economics",26,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
64a17fde6f6715edb995509d,60e7620c9faa7095d8b156c4,APPROVED,2023-07-02T13:47:09.991000Z,2023-07-02T14:09:01.816000Z,2023-07-02T18:46:48.323000,2023-07-02T14:09:02.454027Z,1312,CACDZOAC,301,Undergraduate degree (BA/BSc/other),"Portuguese, English","Computer Science, Computing (IT), Communication and/or Media",21,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Due to start a new job within the next month
64a180109e490f14762730c0,615749fdd6986ebfdcdc1d65,APPROVED,2023-07-02T13:48:00.127000Z,2023-07-02T14:02:40.081000Z,2023-07-02T18:46:48.470000,2023-07-02T14:02:40.658061Z,880,CACDZOAC,305,Undergraduate degree (BA/BSc/other),English,Engineering,24,Male,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
64a18010d269dffc63b79058,5ee386d305dd19000acbe9eb,APPROVED,2023-07-02T13:48:00.750000Z,2023-07-02T13:59:15.868000Z,2023-07-02T18:46:48.608000,2023-07-02T13:59:16.352110Z,676,CACDZOAC,338,Undergraduate degree (BA/BSc/other),"English, Polish, Russian",Computer Science,22,Female,White,Poland,Poland,Poland,Polish,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64a1801191fe098b51b2ee69,5eccd6688c01ab8ac751f614,APPROVED,2023-07-02T13:48:01.839000Z,2023-07-02T14:02:33.081000Z,2023-07-02T18:46:48.744000,2023-07-02T14:02:33.560254Z,872,CACDZOAC,350,Undergraduate degree (BA/BSc/other),"Italian, English",Engineering,27,Male,White,Italy,Italy,Italy,Italian,Yes,Unemployed (and job seeking)
64a18019eb09364828e1e18e,5d7b411b16c9af0001b42540,APPROVED,2023-07-02T13:48:09.990000Z,2023-07-02T13:59:10.182000Z,2023-07-02T18:46:48.910000,2023-07-02T13:59:10.714791Z,661,CACDZOAC,554,Undergraduate degree (BA/BSc/other),"Italian, English","Geography, Science",28,Female,White,Italy,Italy,Italy,Italian,Yes,Part-Time
64a1804725d3e7ff3c060dff,5f4826ac7f52512d8d8272b9,APPROVED,2023-07-02T13:48:55.478000Z,2023-07-02T14:08:10.574000Z,2023-07-02T18:46:49.048000,2023-07-02T14:08:10.995926Z,1156,CACDZOAC,239,Undergraduate degree (BA/BSc/other),"Afrikaans, English","Computing (IT), Business, Computer Science",24,Male,White,South Africa,South Africa,South Africa,Afrikaans,Yes,Unemployed (and job seeking)
64a18053e1dc6329b47fe7ed,5ea9611edec14d052ada0bae,APPROVED,2023-07-02T13:49:07.895000Z,2023-07-02T14:03:06.202000Z,2023-07-02T18:46:49.194000,2023-07-02T14:03:06.671743Z,839,CACDZOAC,159,Undergraduate degree (BA/BSc/other),"English, Greek",Physics,23,Female,White,Greece,Greece,Greece,Greek,Yes,Unemployed (and job seeking)
64a1807d862053ca622730d9,604a3c8ec261d2fa6ac242c3,RETURNED,2023-07-02T13:49:49.089000Z,2023-07-02T14:20:37.162000Z,,2023-07-02T14:20:37.899000Z,,CACDZOAC,340,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
64a1808c5faf44a10ca10b60,63fcf1f5e0e4b99c307059e4,APPROVED,2023-07-02T13:50:17.030000Z,2023-07-02T14:13:27.676000Z,2023-07-02T18:46:49.341000,2023-07-02T14:13:28.803466Z,1391,CACDZOAC,56,Undergraduate degree (BA/BSc/other),"Arabic, English",Engineering,23,Male,Other,Kuwait,Germany,Syrian Arab Republic,Arabic,Yes,Other
64a180a55faf44a10ca10b69,5dade76a4860f70017f70ec5,APPROVED,2023-07-02T13:50:32.423000Z,2023-07-02T13:57:23.987000Z,2023-07-03T07:02:27.973000,2023-07-02T13:57:24.471642Z,412,CACDZOAC,501,Undergraduate degree (BA/BSc/other),"Hungarian, English","Computer Science, Computing (IT)",21,Male,White,Hungary,Hungary,Hungary,Hungarian,Yes,Full-Time
64a180ad91fe098b51b2ee94,63e6a43a357310f8a1755a58,APPROVED,2023-07-02T13:50:42.104000Z,2023-07-02T14:07:29.335000Z,2023-07-02T18:46:49.484000,2023-07-02T14:07:29.773108Z,1008,CACDZOAC,123,Undergraduate degree (BA/BSc/other),English,Computer Science,25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
64a180b57cc2630b2a4020ae,64581c19e5e95ab59f07be23,APPROVED,2023-07-02T13:50:45.124000Z,2023-07-02T14:10:54.894000Z,2023-07-02T18:46:49.604000,2023-07-02T14:10:55.474389Z,1210,CACDZOAC,43,Undergraduate degree (BA/BSc/other),"Dutch, English, Portuguese, Spanish, Papiamento",Computer Science,24,Male,White,Aruba,Netherlands,Netherlands,English,Yes,Other
64a180c14bf153fa06edba7d,60eb21bd3807b3a1810ea180,APPROVED,2023-07-02T13:51:52.929000Z,2023-07-02T14:21:59.677000Z,2023-07-02T18:46:49.724000,2023-07-02T14:22:00.187123Z,1807,CACDZOAC,291,Undergraduate degree (BA/BSc/other),English,Chemistry,20,Female,Black,Cote d'Ivoire,South Africa,Cote d'Ivoire,French,Yes,Unemployed (and job seeking)
64a180c522deed5740061269,606b510f116c085254237946,APPROVED,2023-07-02T13:51:01.920000Z,2023-07-02T14:11:54.229000Z,2023-07-02T18:46:49.839000,2023-07-02T14:11:55.080346Z,1253,CACDZOAC,198,Undergraduate degree (BA/BSc/other),"Hungarian, English",Computer Science,20,Male,White,Hungary,Hungary,Hungary,Hungarian,Yes,DATA_EXPIRED
64a180cdeb09364828e1e1d1,5e3d8c9f7695150442c45253,APPROVED,2023-07-02T13:51:27.074000Z,2023-07-02T13:58:54.512000Z,2023-07-03T07:02:28.097000,2023-07-02T13:58:54.996497Z,448,CACDZOAC,260,Undergraduate degree (BA/BSc/other),"English, Portuguese","Chemistry, Engineering",21,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking)
64a180e4ace00d51bebf01de,6312f83ee5b1e762f3648060,APPROVED,2023-07-02T13:51:32.108000Z,2023-07-02T14:01:17.780000Z,2023-07-02T18:59:30.562000,2023-07-02T14:01:18.238944Z,586,CACDZOAC,229,Undergraduate degree (BA/BSc/other),"English, Lithuanian",Engineering,21,Male,White,Lithuania,Netherlands,Lithuania,Lithuanian,Yes,Part-Time
64a180ecaf951d39b6edbab6,646e490f3b114e783d764eb4,APPROVED,2023-07-02T13:51:40.255000Z,2023-07-02T14:05:34.172000Z,2023-07-02T18:46:49.975000,2023-07-02T14:05:34.631813Z,834,CACDZOAC,14,Undergraduate degree (BA/BSc/other),"English, Polish",Computer Science,19,Female,White,Poland,Poland,Poland,Polish,Yes,Unemployed (and job seeking)
64a180f0eb09364828e1e1dc,6103b3edb8d75b7b7babdd4d,APPROVED,2023-07-02T13:52:12.896000Z,2023-07-02T14:03:12.944000Z,2023-07-02T18:46:50.108000,2023-07-02T14:03:13.402809Z,661,CACDZOAC,105,Undergraduate degree (BA/BSc/other),English,Chemistry,22,Female,Black,South Africa,South Africa,South Africa,English,Yes,Other
64a181147cc2630b2a4020e0,60ba2011cd8052508d401296,APPROVED,2023-07-02T13:53:04.930000Z,2023-07-02T14:04:40.002000Z,2023-07-02T18:46:50.223000,2023-07-02T14:04:40.597580Z,696,CACDZOAC,281,Undergraduate degree (BA/BSc/other),"Italian, English","Music, Computer Science",24,Male,White,Italy,Italy,Italy,Italian,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64a18117941df575f2b735ee,61275a3158c67415afb971ff,APPROVED,2023-07-02T13:53:10.831000Z,2023-07-02T13:59:20.926000Z,2023-07-03T07:02:28.229000,2023-07-02T13:59:21.436630Z,371,CACDZOAC,191,Undergraduate degree (BA/BSc/other),English,"Education, Mathematics",22,Male,Black,South Africa,South Africa,South Africa,English,Yes,Other
64a181237d90684b0c7bd5b2,55c28097fdf99b597a02edef,APPROVED,2023-07-02T13:52:40.082000Z,2023-07-02T14:18:25.467000Z,2023-07-02T18:46:50.340000,2023-07-02T14:18:25.935686Z,1546,CACDZOAC,183,Undergraduate degree (BA/BSc/other),"English, German, Greek",Engineering,22,Male,White,Greece,Germany,Greece,Greek,Yes,Part-Time
64a1812a1f0f83e61a2730ae,609e5ee2411558f6ee4cc7d7,RETURNED,2023-07-02T13:52:42.475000Z,2023-07-02T14:02:02.820000Z,,2023-07-02T14:02:03.612000Z,,CACDZOAC,274,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
64a181328b2dd4c8a6e98033,5fd5038ab78cf82f89c86bdc,APPROVED,2023-07-02T13:52:50.050000Z,2023-07-02T14:25:15.031000Z,2023-07-02T18:46:50.458000,2023-07-02T14:25:15.516031Z,1945,CACDZOAC,252,Undergraduate degree (BA/BSc/other),"Polish, English","Computing (IT), Computer Science, Philosophy, Psychology",21,Male,White,Poland,Poland,Poland,Polish,Yes,Unemployed (and job seeking)
64a18135ddcfe7341827309d,6479c3d45910626ab04e7dae,APPROVED,2023-07-02T13:52:53.550000Z,2023-07-02T14:06:46.754000Z,2023-07-02T18:46:50.575000,2023-07-02T14:06:47.273038Z,834,CACDZOAC,21,Undergraduate degree (BA/BSc/other),"English, Italian",Engineering,22,Male,White,Italy,Italy,Italy,Italian,Yes,Other
64a18137dbb45ba8937fe7e3,6144d8ec0ec1a2b2ea25592c,APPROVED,2023-07-02T13:54:42.624000Z,2023-07-02T14:15:50.926000Z,2023-07-02T18:46:50.695000,2023-07-02T14:15:51.373848Z,1269,CACDZOAC,206,Undergraduate degree (BA/BSc/other),English,"Accounting, Computer Science, Economics, Finance, Mathematics",30,Female,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
64a1813ee788851c87aa7ee0,645fb39fe95bf65e6bb17d67,APPROVED,2023-07-02T13:53:02.500000Z,2023-07-02T14:09:55.385000Z,2023-07-02T18:46:50.852000,2023-07-02T14:09:55.812446Z,1013,CACDZOAC,66,Undergraduate degree (BA/BSc/other),"English, Dutch",Computer Science,22,Male,White,Netherlands,Netherlands,Netherlands,Dutch,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64a18154329ed7dde86287d6,5fa7e834819bc858e470ae14,APPROVED,2023-07-02T13:53:56.248000Z,2023-07-02T14:04:07.521000Z,2023-07-02T18:46:50.992000,2023-07-02T14:04:08.016130Z,612,CACDZOAC,121,Undergraduate degree (BA/BSc/other),"Polish, English","Biology, Chemistry, Geography",22,Female,White,Poland,Poland,Poland,Polish,Yes,Part-Time
64a181607d90684b0c7bd5bf,603d4dbda4df1dbbe8cc13ee,APPROVED,2023-07-02T13:53:48.430000Z,2023-07-02T13:59:45.779000Z,2023-07-03T07:02:28.369000,2023-07-02T13:59:46.441823Z,358,CACDZOAC,123,Undergraduate degree (BA/BSc/other),"Portuguese, English, Spanish, French",Engineering,23,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Part-Time
64a1819425aba7c5b4e1e1c4,5ed7f3404ea9bd2e0ad02df6,APPROVED,2023-07-02T13:54:28.812000Z,2023-07-02T14:04:54.788000Z,2023-07-02T18:46:51.119000,2023-07-02T14:04:55.594930Z,626,CACDZOAC,488,Undergraduate degree (BA/BSc/other),"Greek, English","Computing (IT), Computer Science",27,Male,White,Greece,Greece,Greece,Greek,Yes,Unemployed (and job seeking)
64a18196a20e7b23d8988e96,61520b079436973e05f72d33,APPROVED,2023-07-02T13:54:30.514000Z,2023-07-02T14:05:12.585000Z,2023-07-02T18:46:51.302000,2023-07-02T14:05:13.078990Z,643,CACDZOAC,198,Undergraduate degree (BA/BSc/other),"Italian, English",Computer Science,23,Male,White,Italy,Italy,Italy,Italian,Yes,Unemployed (and job seeking)
64a181ba3aac4ce6e04ec400,5f4fa418ab8e46072d3108a1,APPROVED,2023-07-02T13:55:06.402000Z,2023-07-02T14:05:08.696000Z,2023-07-02T18:42:52.087000,2023-07-02T14:05:09.198096Z,603,CACDZOAC,151,Undergraduate degree (BA/BSc/other),"Czech, English",Engineering,21,Male,White,Czech Republic,Czech Republic,Czech Republic,Czech,Yes,Other
64a181bb725a8af3017fe835,6118df266b78994443b54644,APPROVED,2023-07-02T13:55:27.736000Z,2023-07-02T14:07:03.601000Z,2023-07-02T18:46:51.489000,2023-07-02T14:07:04.095107Z,696,CACDZOAC,312,Undergraduate degree (BA/BSc/other),English,"Business, Chemistry, English Language, English Literature, Mathematics",20,Female,Black,South Africa,South Africa,South Africa,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64a181c29b781c76c186bd02,60c1da4f43673b0d9446078e,APPROVED,2023-07-02T13:55:14.780000Z,2023-07-02T14:04:28.712000Z,2023-07-02T18:59:30.746000,2023-07-02T14:04:29.243509Z,554,CACDZOAC,172,Undergraduate degree (BA/BSc/other),"English, Polish","English Language, Engineering, Education, English Literature",23,Female,White,Poland,Poland,Poland,Polish,Yes,Unemployed (and job seeking)
64a181cec436f575a728e3dc,6053e850078e446456dfc0fe,APPROVED,2023-07-02T13:55:30.712000Z,2023-07-02T14:13:20.448000Z,2023-07-02T18:46:51.670000,2023-07-02T14:13:21.285262Z,1070,CACDZOAC,319,Undergraduate degree (BA/BSc/other),"English, Portuguese, French",Engineering,21,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking)
64a181dd9f6b66d7a565eb63,614b23f447bd48a3801fbf95,APPROVED,2023-07-02T13:55:43.967000Z,2023-07-02T14:07:45.686000Z,2023-07-02T18:46:51.905000,2023-07-02T14:07:46.166601Z,722,CACDZOAC,242,Undergraduate degree (BA/BSc/other),"Polish, English",Mathematics,22,Male,White,Poland,Poland,Poland,Polish,Yes,Part-Time
64a181e3cc0ad32c80e03590,60f86773e1cc7868421ee9d8,APPROVED,2023-07-02T13:55:52.640000Z,2023-07-02T14:08:32.251000Z,2023-07-02T18:46:52.151000,2023-07-02T14:08:32.790620Z,760,CACDZOAC,470,Undergraduate degree (BA/BSc/other),English,"Computing (IT), Computer Science",26,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
64a181f3f3ebc16f16a9a558,6140ef8d27499e70e8740918,APPROVED,2023-07-02T13:56:03.978000Z,2023-07-02T14:07:18.157000Z,2023-07-02T18:46:52.321000,2023-07-02T14:07:18.617317Z,675,CACDZOAC,400,Undergraduate degree (BA/BSc/other),"English, Portuguese","Art and/or design, Computing (IT), Mathematics",22,Female,White,Portugal,Portugal,Portugal,Portuguese,Yes,Other
64a1820761c998236f9550a6,617035677662e85823da8fba,APPROVED,2023-07-02T13:56:23.571000Z,2023-07-02T14:14:33.892000Z,2023-07-02T18:46:52.531000,2023-07-02T14:14:34.388093Z,1091,CACDZOAC,273,Undergraduate degree (BA/BSc/other),"English, Spanish","Agriculture and Horticulture, Biology, Biological Sciences, Chemistry, Geography",23,Male,Black,South Africa,South Africa,South Africa,English,Yes,Part-Time
64a18224fa7fb596f2b73591,61004846ed8fef02ad1498f4,APPROVED,2023-07-02T13:58:13.224000Z,2023-07-02T14:06:23.028000Z,2023-07-03T07:02:28.502000,2023-07-02T14:06:23.544215Z,490,CACDZOAC,175,Undergraduate degree (BA/BSc/other),"English, Hungarian","Mathematics, Computing (IT)",20,Male,White,Hungary,Hungary,Hungary,Hungarian,Yes,Other
64a18232c148a274f4a10b51,646b6c82f2828954c3456fb2,APPROVED,2023-07-02T13:57:06.268000Z,2023-07-02T14:03:38.889000Z,2023-07-03T07:02:28.653000,2023-07-02T14:03:39.642524Z,393,CACDZOAC,32,Undergraduate degree (BA/BSc/other),"Italian, English",Engineering,25,Male,White,Italy,Italy,Italy,Italian,Yes,Part-Time
64a1824583cfb792df955088,5ed41f324bb0172bad040a7f,APPROVED,2023-07-02T13:57:28.110000Z,2023-07-02T14:14:47.848000Z,2023-07-02T18:46:52.704000,2023-07-02T14:14:48.350807Z,1040,CACDZOAC,899,Undergraduate degree (BA/BSc/other),English,Engineering,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64a182521e73a3431b53427f,6150ca3f37e1fe330f70311d,APPROVED,2023-07-02T13:57:38.888000Z,2023-07-02T14:11:26.023000Z,2023-07-02T18:46:52.841000,2023-07-02T14:11:26.568941Z,828,CACDZOAC,236,Undergraduate degree (BA/BSc/other),"English, Portuguese",Engineering,48,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,Unemployed (and job seeking)
64a182607705d1644c061289,5eacad39ef271f3206810eeb,APPROVED,2023-07-02T14:00:49.696000Z,2023-07-02T14:10:49.939000Z,2023-07-02T18:42:43.638000,2023-07-02T14:10:50.659352Z,601,CACDZOAC,346,Undergraduate degree (BA/BSc/other),"Spanish, English",Engineering,23,Male,White,Mexico,Mexico,Mexico,Spanish,Yes,Part-Time
64a18280f3ebc16f16a9a58d,5f54ad0cbb2be4806841d75c,RETURNED,2023-07-02T13:58:26.721000Z,2023-07-02T14:01:42.835000Z,,2023-07-02T14:01:43.691000Z,,CACDZOAC,356,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
64a18281c30ccb99648d8bd5,60f834e7872859a9cb562f99,APPROVED,2023-07-02T13:59:42.003000Z,2023-07-02T14:21:03.996000Z,2023-07-02T18:46:52.962000,2023-07-02T14:21:04.472186Z,1282,CACDZOAC,300,Undergraduate degree (BA/BSc/other),"Czech, English, German, Norwegian, Polish, Spanish","Computer Science, Other, Social Work",21,Female,White,Poland,Poland,Poland,Polish,Yes,Other
64a18285bcd5ca9ecaaa7efa,60fa8a3b63dea5731e812bb8,APPROVED,2023-07-02T13:58:34.807000Z,2023-07-02T14:06:40.829000Z,2023-07-03T07:02:28.831000,2023-07-02T14:06:41.424716Z,487,CACDZOAC,317,Undergraduate degree (BA/BSc/other),"Italian, English",Computer Science,21,Male,White,Italy,Italy,Italy,Italian,Yes,DATA_EXPIRED
64a182971c501b4e37fe8def,6135ce2a32b53777552a46b0,APPROVED,2023-07-02T13:58:47.678000Z,2023-07-02T14:13:52.569000Z,2023-07-02T18:46:53.132000,2023-07-02T14:13:53.270521Z,905,CACDZOAC,398,Undergraduate degree (BA/BSc/other),"English, Afrikaans","Computer Science, Computing (IT)",20,Male,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
64a182b07b23d857eafe8e1a,5e765060efdcf71bffa5683f,APPROVED,2023-07-02T14:00:12.140000Z,2023-07-02T14:14:03.379000Z,2023-07-02T18:46:53.323000,2023-07-02T14:14:03.835683Z,832,CACDZOAC,752,Undergraduate degree (BA/BSc/other),"Italian, English","Computer Science, Computing (IT), Engineering",25,Male,White,Italy,Italy,Italy,Italian,Yes,Part-Time
64a182b520046dfa45e1e191,601086a82dc5cb3e44e78146,APPROVED,2023-07-02T14:01:04.827000Z,2023-07-02T14:41:17.310000Z,2023-07-02T18:46:53.500000,2023-07-02T14:41:22.429696Z,2413,CACDZOAC,130,Undergraduate degree (BA/BSc/other),"Italian, English",Computer Science,29,Male,White,Italy,Italy,Italy,Italian,Yes,Part-Time
64a182c2fa7fb596f2b735c3,617032f133b49cddf96ad317,APPROVED,2023-07-02T13:59:30.150000Z,2023-07-02T14:11:04.684000Z,2023-07-02T18:46:53.634000,2023-07-02T14:11:05.175913Z,695,CACDZOAC,266,Undergraduate degree (BA/BSc/other),"Bulgarian, Portuguese, English","Computer Science, Management",27,Male,White,Portugal,Portugal,Portugal,Bulgarian,Yes,Other
64a1831a71074d432786bd36,6155402f3ce59cb498a773ae,APPROVED,2023-07-02T14:01:35.146000Z,2023-07-02T14:08:29.600000Z,2023-07-03T07:02:29.019000,2023-07-02T14:08:30.072577Z,415,CACDZOAC,89,Undergraduate degree (BA/BSc/other),"English, Spanish","Engineering, Chemistry, Science",23,Male,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Unemployed (and job seeking)
64a18330866ca927a8764821,5bcdb05e1bfcbf0001d77240,APPROVED,2023-07-02T14:01:20.562000Z,2023-07-02T14:14:48.052000Z,2023-07-02T18:46:53.827000,2023-07-02T14:14:48.563822Z,808,CACDZOAC,66,Undergraduate degree (BA/BSc/other),"Polish, English",Engineering,23,Male,White,Poland,Poland,Poland,Polish,Yes,Other
64a1833e699ae2b2dc86bd12,610f2eabb45be8717fc155e0,APPROVED,2023-07-02T14:01:34.612000Z,2023-07-02T14:08:41.501000Z,2023-07-03T07:02:29.214000,2023-07-02T14:08:42.004915Z,427,CACDZOAC,338,Undergraduate degree (BA/BSc/other),"English, Portuguese, Spanish",Physics,21,Male,White,Portugal,Portugal,Portugal,Portuguese,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
64a18341a9609c614b5e3787,6475f3c53767af2697309c5e,APPROVED,2023-07-02T14:04:21.486000Z,2023-07-02T14:12:04.939000Z,2023-07-03T07:02:29.379000,2023-07-02T14:12:05.377870Z,464,CACDZOAC,41,Undergraduate degree (BA/BSc/other),"English, Greek",Computer Science,22,Male,White,Greece,Greece,Greece,Greek,Yes,Full-Time
64a18348271e6de70065eb2f,60fc6bef105e2ebb62cbbe02,APPROVED,2023-07-02T14:01:47.088000Z,2023-07-03T07:10:28.028000Z,2023-07-03T07:10:28.646000Z,,61721,Manual Completion,361,Undergraduate degree (BA/BSc/other),"English, Hebrew, Russian",Computer Science,20,Female,White,Israel,Israel,Israel,Hebrew,Yes,Part-Time
64a1835b9e1baad1717bd5c1,5e137150de8da69ab9fee291,APPROVED,2023-07-02T14:02:07.128000Z,2023-07-02T14:09:13.328000Z,2023-07-03T07:02:29.572000,2023-07-02T14:09:14.029007Z,427,CACDZOAC,57,Undergraduate degree (BA/BSc/other),"Danish, English",Engineering,21,Male,White,Denmark,Denmark,Denmark,Danish,Yes,Full-Time
64a183710a9778c8e065eb07,60abafb26c818a0b6bb6b102,APPROVED,2023-07-02T14:02:25.247000Z,2023-07-02T14:25:17.225000Z,2023-07-02T18:46:53.991000,2023-07-02T14:25:17.751551Z,1372,CACDZOAC,170,Undergraduate degree (BA/BSc/other),English,"Mathematics, Science, Computer Science",25,Male,Black,South Africa,South Africa,South Africa,English,Yes,Unemployed (and job seeking)
64a1839908f369766c01069b,614831813dc412ccc8e2f563,APPROVED,2023-07-02T14:07:16.726000Z,2023-07-02T14:24:00.255000Z,2023-07-02T18:46:54.155000,2023-07-02T14:24:00.732614Z,1004,CACDZOAC,176,Undergraduate degree (BA/BSc/other),"English, Other","Computing (IT), Computer Science, Agriculture and Horticulture",28,Male,Black,South Africa,South Africa,South Africa,Other,Yes,Full-Time
64a183a5007f1a04c2fe8e09,5ea991e5de1f1009185eedeb,APPROVED,2023-07-02T14:03:17.628000Z,2023-07-02T14:10:26.374000Z,2023-07-03T07:02:29.715000,2023-07-02T14:10:26.825172Z,429,CACDZOAC,61,Undergraduate degree (BA/BSc/other),"English, Gaelic","Computer Science, Computing (IT)",21,Male,White,Ireland,Ireland,Ireland,English,Yes,Full-Time
64a183a7f9ddb8deca988e86,646f5fee2e4217df740aee05,APPROVED,2023-07-02T14:03:19.501000Z,2023-07-02T14:11:08.730000Z,2023-07-03T07:02:29.877000,2023-07-02T14:11:09.232758Z,470,CACDZOAC,7,Undergraduate degree (BA/BSc/other),"Hebrew, English","Art and/or design, Computer Science",22,Female,White,Israel,Israel,Israel,Hebrew,Yes,Full-Time
